epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
395,409918.0,1.19815,1.42489,1.22559,0.629,0.47911,0.51824,0.36634,1.1271,1.1912,1.14692,0.0065964,0.0021988,0.0065964,0.0021988,0.0065964,0.0021988,0.0065964,0.0021988
396,410953.0,1.19733,1.42407,1.22614,0.62696,0.48024,0.51825,0.36655,1.1273,1.19103,1.14704,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
397,411997.0,1.19691,1.42451,1.22589,0.63009,0.47841,0.51851,0.36697,1.12732,1.19072,1.14703,0.0064776,0.0021592,0.0064776,0.0021592,0.0064776,0.0021592,0.0064776,0.0021592
398,413037.0,1.19668,1.42329,1.22423,0.62843,0.47944,0.51855,0.36708,1.12697,1.19059,1.14682,0.0064182,0.0021394,0.0064182,0.0021394,0.0064182,0.0021394,0.0064182,0.0021394
399,414078.0,1.19744,1.4206,1.22449,0.6327,0.47635,0.51882,0.36712,1.12719,1.19066,1.14716,0.0063588,0.0021196,0.0063588,0.0021196,0.0063588,0.0021196,0.0063588,0.0021196
400,415119.0,1.19612,1.41687,1.2245,0.62993,0.47938,0.51874,0.36684,1.12722,1.19064,1.14709,0.0062994,0.0020998,0.0062994,0.0020998,0.0062994,0.0020998,0.0062994,0.0020998
401,416154.0,1.19492,1.41563,1.22245,0.62593,0.48136,0.51875,0.367,1.12671,1.18997,1.14663,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
402,417188.0,1.19422,1.41883,1.22355,0.62953,0.47993,0.51873,0.3672,1.12736,1.18993,1.14669,0.0061806,0.0020602,0.0061806,0.0020602,0.0061806,0.0020602,0.0061806,0.0020602
403,418230.0,1.19428,1.4165,1.22333,0.62184,0.48368,0.51897,0.36737,1.12721,1.1901,1.14687,0.0061212,0.0020404,0.0061212,0.0020404,0.0061212,0.0020404,0.0061212,0.0020404
404,419273.0,1.19284,1.41538,1.22334,0.62767,0.48128,0.51909,0.36754,1.12654,1.18969,1.14647,0.0060618,0.0020206,0.0060618,0.0020206,0.0060618,0.0020206,0.0060618,0.0020206
405,420315.0,1.19301,1.41348,1.22295,0.63458,0.47952,0.51935,0.36719,1.12654,1.18874,1.14622,0.0060024,0.0020008,0.0060024,0.0020008,0.0060024,0.0020008,0.0060024,0.0020008
406,421358.0,1.19374,1.41024,1.22223,0.6308,0.4812,0.51971,0.36736,1.12678,1.18872,1.14649,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
407,422400.0,1.19239,1.41222,1.22156,0.63647,0.4771,0.51953,0.36723,1.12671,1.18782,1.14632,0.0058836,0.0019612,0.0058836,0.0019612,0.0058836,0.0019612,0.0058836,0.0019612
408,423439.0,1.1931,1.41102,1.22117,0.6272,0.48213,0.52016,0.36767,1.12682,1.18735,1.14637,0.0058242,0.0019414,0.0058242,0.0019414,0.0058242,0.0019414,0.0058242,0.0019414
409,424477.0,1.19233,1.40834,1.22164,0.63327,0.47967,0.52028,0.3676,1.12659,1.18614,1.14625,0.0057648,0.0019216,0.0057648,0.0019216,0.0057648,0.0019216,0.0057648,0.0019216
410,425518.0,1.19027,1.40894,1.22123,0.63378,0.48017,0.52001,0.36747,1.12593,1.18488,1.14586,0.0057054,0.0019018,0.0057054,0.0019018,0.0057054,0.0019018,0.0057054,0.0019018
411,426556.0,1.18991,1.40596,1.22066,0.63733,0.47674,0.52004,0.36737,1.125,1.18412,1.14532,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
412,427599.0,1.18919,1.40368,1.21969,0.63568,0.47737,0.51966,0.36722,1.12493,1.18397,1.14547,0.0055866,0.0018622,0.0055866,0.0018622,0.0055866,0.0018622,0.0055866,0.0018622
413,428645.0,1.18932,1.40514,1.21948,0.6353,0.47851,0.52009,0.36766,1.12529,1.1839,1.14546,0.0055272,0.0018424,0.0055272,0.0018424,0.0055272,0.0018424,0.0055272,0.0018424
414,429688.0,1.18773,1.40236,1.21901,0.63391,0.4785,0.52031,0.36762,1.12538,1.18371,1.14546,0.0054678,0.0018226,0.0054678,0.0018226,0.0054678,0.0018226,0.0054678,0.0018226
415,430730.0,1.18727,1.40168,1.21948,0.64334,0.47735,0.52102,0.36774,1.12547,1.18378,1.14553,0.0054084,0.0018028,0.0054084,0.0018028,0.0054084,0.0018028,0.0054084,0.0018028
416,431772.0,1.18869,1.4014,1.2195,0.63751,0.48087,0.52097,0.36771,1.12533,1.18371,1.14514,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
417,432810.0,1.18539,1.3949,1.21817,0.63737,0.48171,0.52107,0.36774,1.12555,1.18396,1.14517,0.0052896,0.0017632,0.0052896,0.0017632,0.0052896,0.0017632,0.0052896,0.0017632
418,433854.0,1.1872,1.39808,1.21804,0.63765,0.48007,0.52117,0.36809,1.12499,1.18405,1.14431,0.0052302,0.0017434,0.0052302,0.0017434,0.0052302,0.0017434,0.0052302,0.0017434
419,434891.0,1.18435,1.39558,1.21744,0.63778,0.48168,0.52192,0.36824,1.12533,1.18359,1.14409,0.0051708,0.0017236,0.0051708,0.0017236,0.0051708,0.0017236,0.0051708,0.0017236
420,435932.0,1.18521,1.39416,1.21725,0.63661,0.48157,0.52206,0.36841,1.1251,1.18368,1.14368,0.0051114,0.0017038,0.0051114,0.0017038,0.0051114,0.0017038,0.0051114,0.0017038
421,436974.0,1.1834,1.39309,1.21638,0.64055,0.48015,0.52186,0.36854,1.12547,1.1838,1.144,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
422,438009.0,1.18583,1.39296,1.21624,0.64081,0.47923,0.52173,0.36921,1.1252,1.18342,1.14367,0.0049926,0.0016642,0.0049926,0.0016642,0.0049926,0.0016642,0.0049926,0.0016642
423,439049.0,1.18381,1.39269,1.21656,0.6394,0.48001,0.52202,0.3691,1.12487,1.18301,1.14349,0.0049332,0.0016444,0.0049332,0.0016444,0.0049332,0.0016444,0.0049332,0.0016444
424,440097.0,1.18228,1.38719,1.21514,0.63751,0.48301,0.52225,0.36918,1.12432,1.18239,1.14311,0.0048738,0.0016246,0.0048738,0.0016246,0.0048738,0.0016246,0.0048738,0.0016246
425,441142.0,1.1828,1.38634,1.21568,0.63789,0.48342,0.52284,0.36952,1.12409,1.1823,1.14325,0.0048144,0.0016048,0.0048144,0.0016048,0.0048144,0.0016048,0.0048144,0.0016048
426,442183.0,1.18222,1.38454,1.21424,0.63581,0.48343,0.52295,0.36969,1.12391,1.18217,1.14311,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
427,443226.0,1.18208,1.3835,1.21463,0.63741,0.48257,0.52326,0.37008,1.12384,1.18151,1.14282,0.0046956,0.0015652,0.0046956,0.0015652,0.0046956,0.0015652,0.0046956,0.0015652
428,444270.0,1.18095,1.3839,1.21422,0.63637,0.48441,0.52355,0.36999,1.12382,1.18118,1.14279,0.0046362,0.0015454,0.0046362,0.0015454,0.0046362,0.0015454,0.0046362,0.0015454
429,445308.0,1.18068,1.38166,1.21418,0.63646,0.48564,0.52385,0.36987,1.1233,1.18113,1.14259,0.0045768,0.0015256,0.0045768,0.0015256,0.0045768,0.0015256,0.0045768,0.0015256
430,446350.0,1.17898,1.37852,1.21264,0.63719,0.48423,0.52389,0.37044,1.1229,1.18073,1.14241,0.0045174,0.0015058,0.0045174,0.0015058,0.0045174,0.0015058,0.0045174,0.0015058
431,447396.0,1.18067,1.37649,1.21234,0.63174,0.48796,0.5238,0.37044,1.12346,1.18046,1.14269,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
432,448438.0,1.17716,1.37906,1.21239,0.63495,0.48668,0.52401,0.3705,1.12294,1.17976,1.14229,0.0043986,0.0014662,0.0043986,0.0014662,0.0043986,0.0014662,0.0043986,0.0014662
433,449479.0,1.1795,1.37644,1.21191,0.63672,0.48622,0.52416,0.37049,1.12223,1.17859,1.1416,0.0043392,0.0014464,0.0043392,0.0014464,0.0043392,0.0014464,0.0043392,0.0014464
434,450521.0,1.17845,1.37446,1.21149,0.63444,0.48672,0.52394,0.37054,1.1222,1.17863,1.14134,0.0042798,0.0014266,0.0042798,0.0014266,0.0042798,0.0014266,0.0042798,0.0014266
435,451561.0,1.1759,1.37226,1.20994,0.63311,0.48837,0.52493,0.37101,1.12229,1.17826,1.14106,0.0042204,0.0014068,0.0042204,0.0014068,0.0042204,0.0014068,0.0042204,0.0014068
436,452604.0,1.17462,1.3686,1.20959,0.63461,0.48821,0.52489,0.37132,1.12225,1.17814,1.14104,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
437,453645.0,1.17382,1.36817,1.20937,0.63679,0.48595,0.52474,0.37105,1.12218,1.17783,1.14106,0.0041016,0.0013672,0.0041016,0.0013672,0.0041016,0.0013672,0.0041016,0.0013672
438,454681.0,1.17527,1.3695,1.20958,0.63991,0.48489,0.52496,0.37147,1.12171,1.17684,1.14051,0.0040422,0.0013474,0.0040422,0.0013474,0.0040422,0.0013474,0.0040422,0.0013474
439,455716.0,1.17354,1.36823,1.21037,0.64075,0.48397,0.5245,0.37121,1.12113,1.17606,1.1402,0.0039828,0.0013276,0.0039828,0.0013276,0.0039828,0.0013276,0.0039828,0.0013276
440,456754.0,1.1703,1.36407,1.20841,0.63775,0.48316,0.52401,0.37123,1.12117,1.17524,1.14036,0.0039234,0.0013078,0.0039234,0.0013078,0.0039234,0.0013078,0.0039234,0.0013078
441,457798.0,1.17237,1.36227,1.20803,0.63737,0.48229,0.5243,0.37111,1.12138,1.17453,1.1401,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
442,458841.0,1.17144,1.36012,1.20798,0.63431,0.48609,0.52423,0.37114,1.12146,1.1743,1.14027,0.0038046,0.0012682,0.0038046,0.0012682,0.0038046,0.0012682,0.0038046,0.0012682
443,459874.0,1.17151,1.36028,1.20728,0.63144,0.4853,0.52394,0.37128,1.12135,1.17487,1.14011,0.0037452,0.0012484,0.0037452,0.0012484,0.0037452,0.0012484,0.0037452,0.0012484
444,460913.0,1.16915,1.35726,1.2062,0.6288,0.48663,0.52375,0.37132,1.1213,1.17482,1.13992,0.0036858,0.0012286,0.0036858,0.0012286,0.0036858,0.0012286,0.0036858,0.0012286
445,461955.0,1.16878,1.3572,1.20728,0.62637,0.48767,0.52409,0.3717,1.12079,1.17409,1.13942,0.0036264,0.0012088,0.0036264,0.0012088,0.0036264,0.0012088,0.0036264,0.0012088
446,462996.0,1.16824,1.35491,1.20573,0.62954,0.48593,0.52442,0.3717,1.12057,1.17447,1.13916,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
447,464036.0,1.16814,1.35394,1.20604,0.62752,0.48709,0.52439,0.37187,1.12073,1.1748,1.13899,0.0035076,0.0011692,0.0035076,0.0011692,0.0035076,0.0011692,0.0035076,0.0011692
448,465072.0,1.16843,1.35149,1.20575,0.62789,0.48632,0.52426,0.37181,1.12079,1.17436,1.13868,0.0034482,0.0011494,0.0034482,0.0011494,0.0034482,0.0011494,0.0034482,0.0011494
449,466108.0,1.16532,1.35046,1.20526,0.63303,0.48461,0.5246,0.37161,1.12044,1.17443,1.13847,0.0033888,0.0011296,0.0033888,0.0011296,0.0033888,0.0011296,0.0033888,0.0011296
450,467148.0,1.166,1.34665,1.20409,0.63164,0.4853,0.52484,0.37181,1.12023,1.17468,1.13849,0.0033294,0.0011098,0.0033294,0.0011098,0.0033294,0.0011098,0.0033294,0.0011098
451,468188.0,1.16403,1.34698,1.20404,0.63192,0.48639,0.52521,0.37169,1.12006,1.1735,1.1384,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
452,469223.0,1.16303,1.34518,1.20293,0.63101,0.4875,0.52551,0.37187,1.11961,1.17377,1.13821,0.0032106,0.0010702,0.0032106,0.0010702,0.0032106,0.0010702,0.0032106,0.0010702
453,470260.0,1.1642,1.3413,1.20212,0.63203,0.48874,0.52577,0.37183,1.11909,1.17372,1.13781,0.0031512,0.0010504,0.0031512,0.0010504,0.0031512,0.0010504,0.0031512,0.0010504
454,471301.0,1.1612,1.34027,1.20183,0.63439,0.48704,0.52595,0.37186,1.11854,1.17388,1.13767,0.0030918,0.0010306,0.0030918,0.0010306,0.0030918,0.0010306,0.0030918,0.0010306
455,472343.0,1.16182,1.34011,1.20189,0.63697,0.48665,0.52617,0.37177,1.119,1.17352,1.13773,0.0030324,0.0010108,0.0030324,0.0010108,0.0030324,0.0010108,0.0030324,0.0010108
456,473380.0,1.1628,1.33818,1.20148,0.63377,0.48732,0.52621,0.37157,1.11927,1.17387,1.13768,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
457,474419.0,1.15793,1.33497,1.20022,0.63416,0.4858,0.52605,0.37162,1.11947,1.1736,1.13768,0.0029136,0.0009712,0.0029136,0.0009712,0.0029136,0.0009712,0.0029136,0.0009712
458,475462.0,1.15883,1.33214,1.19954,0.62972,0.48768,0.52618,0.37196,1.11963,1.17266,1.13769,0.0028542,0.0009514,0.0028542,0.0009514,0.0028542,0.0009514,0.0028542,0.0009514
459,476503.0,1.15828,1.33021,1.19981,0.631,0.48914,0.52604,0.37198,1.11985,1.17226,1.138,0.0027948,0.0009316,0.0027948,0.0009316,0.0027948,0.0009316,0.0027948,0.0009316
460,477542.0,1.15616,1.32939,1.1981,0.62992,0.49156,0.52677,0.37213,1.11973,1.17168,1.13767,0.0027354,0.0009118,0.0027354,0.0009118,0.0027354,0.0009118,0.0027354,0.0009118
461,478576.0,1.1582,1.32836,1.19832,0.63173,0.49004,0.52694,0.37239,1.11983,1.17093,1.13739,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
462,479619.0,1.15805,1.32686,1.19802,0.63354,0.48941,0.52658,0.37225,1.12028,1.1709,1.13722,0.0026166,0.0008722,0.0026166,0.0008722,0.0026166,0.0008722,0.0026166,0.0008722
463,480654.0,1.15472,1.32414,1.19726,0.632,0.48793,0.52631,0.37225,1.11987,1.17044,1.13679,0.0025572,0.0008524,0.0025572,0.0008524,0.0025572,0.0008524,0.0025572,0.0008524
464,481693.0,1.15476,1.32236,1.19745,0.63359,0.48824,0.52685,0.37261,1.11938,1.16986,1.13627,0.0024978,0.0008326,0.0024978,0.0008326,0.0024978,0.0008326,0.0024978,0.0008326
465,482730.0,1.15385,1.3169,1.19512,0.63369,0.48961,0.52686,0.37236,1.11985,1.16924,1.13623,0.0024384,0.0008128,0.0024384,0.0008128,0.0024384,0.0008128,0.0024384,0.0008128
466,483773.0,1.15178,1.31667,1.19488,0.62815,0.48952,0.52699,0.37225,1.11936,1.16837,1.13611,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
467,484816.0,1.15082,1.31311,1.19425,0.63038,0.48777,0.52753,0.37258,1.11897,1.16755,1.13554,0.0023196,0.0007732,0.0023196,0.0007732,0.0023196,0.0007732,0.0023196,0.0007732
468,485855.0,1.14986,1.31314,1.19412,0.63287,0.48713,0.52746,0.37298,1.1187,1.16751,1.13561,0.0022602,0.0007534,0.0022602,0.0007534,0.0022602,0.0007534,0.0022602,0.0007534
469,486894.0,1.14844,1.31073,1.19346,0.63806,0.48593,0.52767,0.37323,1.11827,1.16656,1.135,0.0022008,0.0007336,0.0022008,0.0007336,0.0022008,0.0007336,0.0022008,0.0007336
470,487935.0,1.14924,1.30782,1.19318,0.62898,0.49136,0.52772,0.37312,1.11824,1.16611,1.13471,0.0021414,0.0007138,0.0021414,0.0007138,0.0021414,0.0007138,0.0021414,0.0007138
471,488975.0,1.1472,1.30544,1.19238,0.63094,0.49038,0.52754,0.37325,1.11845,1.16573,1.13475,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
472,490013.0,1.14761,1.3046,1.19185,0.63247,0.48994,0.52824,0.37372,1.11819,1.1653,1.13459,0.0020226,0.0006742,0.0020226,0.0006742,0.0020226,0.0006742,0.0020226,0.0006742
473,491048.0,1.1459,1.3005,1.19115,0.63703,0.49009,0.52863,0.37393,1.11853,1.16514,1.13507,0.0019632,0.0006544,0.0019632,0.0006544,0.0019632,0.0006544,0.0019632,0.0006544
474,492085.0,1.14404,1.30056,1.19092,0.63306,0.49168,0.52882,0.37421,1.11845,1.16507,1.13516,0.0019038,0.0006346,0.0019038,0.0006346,0.0019038,0.0006346,0.0019038,0.0006346
475,493124.0,1.14301,1.29505,1.18883,0.63274,0.49172,0.52873,0.37421,1.11806,1.16491,1.13459,0.0018444,0.0006148,0.0018444,0.0006148,0.0018444,0.0006148,0.0018444,0.0006148
476,494164.0,1.14158,1.29563,1.18913,0.63096,0.49175,0.52861,0.37411,1.1176,1.16432,1.13401,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
477,495200.0,1.14317,1.2937,1.18952,0.63969,0.49109,0.52897,0.37398,1.11785,1.1647,1.13406,0.0017256,0.0005752,0.0017256,0.0005752,0.0017256,0.0005752,0.0017256,0.0005752
478,496239.0,1.14044,1.29008,1.18744,0.63821,0.48888,0.52919,0.37406,1.11785,1.16457,1.13393,0.0016662,0.0005554,0.0016662,0.0005554,0.0016662,0.0005554,0.0016662,0.0005554
479,497275.0,1.14058,1.28686,1.18711,0.63907,0.48849,0.52962,0.37454,1.1179,1.16466,1.1338,0.0016068,0.0005356,0.0016068,0.0005356,0.0016068,0.0005356,0.0016068,0.0005356
480,498312.0,1.14048,1.2846,1.18691,0.63898,0.48955,0.52997,0.37465,1.11793,1.16495,1.13373,0.0015474,0.0005158,0.0015474,0.0005158,0.0015474,0.0005158,0.0015474,0.0005158
481,499353.0,1.1393,1.28189,1.18544,0.6349,0.49085,0.52983,0.37498,1.11798,1.16494,1.13382,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
482,500396.0,1.13686,1.28186,1.18475,0.63501,0.49193,0.52967,0.37496,1.11743,1.16525,1.13359,0.0014286,0.0004762,0.0014286,0.0004762,0.0014286,0.0004762,0.0014286,0.0004762
483,501435.0,1.13682,1.27824,1.18466,0.62994,0.49533,0.53043,0.37509,1.11755,1.165,1.13352,0.0013692,0.0004564,0.0013692,0.0004564,0.0013692,0.0004564,0.0013692,0.0004564
484,502476.0,1.13673,1.27709,1.18463,0.63696,0.4929,0.53011,0.37514,1.11792,1.16544,1.13374,0.0013098,0.0004366,0.0013098,0.0004366,0.0013098,0.0004366,0.0013098,0.0004366
485,503519.0,1.13379,1.27077,1.18303,0.63586,0.49415,0.52995,0.37525,1.11734,1.16468,1.13333,0.0012504,0.0004168,0.0012504,0.0004168,0.0012504,0.0004168,0.0012504,0.0004168
486,504558.0,1.13156,1.2696,1.18245,0.63233,0.49521,0.53048,0.37551,1.1172,1.16404,1.13348,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
487,505601.0,1.13022,1.26667,1.18144,0.64001,0.4909,0.53065,0.37532,1.11713,1.16382,1.13314,0.0011316,0.0003772,0.0011316,0.0003772,0.0011316,0.0003772,0.0011316,0.0003772
488,506643.0,1.13021,1.26291,1.18145,0.63878,0.49137,0.53082,0.37561,1.11707,1.16342,1.13299,0.0010722,0.0003574,0.0010722,0.0003574,0.0010722,0.0003574,0.0010722,0.0003574
489,507689.0,1.12993,1.26319,1.18022,0.63945,0.49087,0.5309,0.37523,1.1168,1.16281,1.13252,0.0010128,0.0003376,0.0010128,0.0003376,0.0010128,0.0003376,0.0010128,0.0003376
490,508731.0,1.12739,1.25769,1.17834,0.64078,0.49103,0.53099,0.37499,1.11664,1.16299,1.13245,0.0009534,0.0003178,0.0009534,0.0003178,0.0009534,0.0003178,0.0009534,0.0003178
491,509741.0,1.11521,1.1747,1.1611,0.64609,0.48766,0.53081,0.37473,1.11624,1.16334,1.1319,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
492,510748.0,1.10874,1.15858,1.15752,0.64587,0.48883,0.53088,0.37473,1.11606,1.16291,1.13191,0.0008346,0.0002782,0.0008346,0.0002782,0.0008346,0.0002782,0.0008346,0.0002782
493,511759.0,1.10588,1.14964,1.15513,0.64733,0.48681,0.53109,0.37487,1.11586,1.16297,1.13174,0.0007752,0.0002584,0.0007752,0.0002584,0.0007752,0.0002584,0.0007752,0.0002584
494,512770.0,1.10211,1.14451,1.15317,0.64715,0.48656,0.53096,0.37477,1.11515,1.16243,1.13129,0.0007158,0.0002386,0.0007158,0.0002386,0.0007158,0.0002386,0.0007158,0.0002386
495,513778.0,1.10032,1.1383,1.15162,0.64705,0.48735,0.5309,0.37489,1.11506,1.16201,1.13119,0.0006564,0.0002188,0.0006564,0.0002188,0.0006564,0.0002188,0.0006564,0.0002188
496,514788.0,1.09673,1.13293,1.15037,0.64403,0.48836,0.53128,0.37526,1.11489,1.162,1.13114,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
497,515801.0,1.09601,1.12806,1.15004,0.64945,0.4865,0.53109,0.37523,1.11484,1.16245,1.13097,0.0005376,0.0001792,0.0005376,0.0001792,0.0005376,0.0001792,0.0005376,0.0001792
498,516810.0,1.09381,1.12462,1.14838,0.64874,0.48608,0.53138,0.37576,1.11421,1.16228,1.13057,0.0004782,0.0001594,0.0004782,0.0001594,0.0004782,0.0001594,0.0004782,0.0001594
499,517821.0,1.09182,1.11965,1.14601,0.64923,0.48519,0.53151,0.37579,1.11421,1.16233,1.13042,0.0004188,0.0001396,0.0004188,0.0001396,0.0004188,0.0001396,0.0004188,0.0001396
500,518834.0,1.09116,1.11544,1.14557,0.65034,0.48557,0.53151,0.37581,1.11467,1.16281,1.13066,0.0003594,0.0001198,0.0003594,0.0001198,0.0003594,0.0001198,0.0003594,0.0001198
